customerID,tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,InternetService,risk_category
0851-DFJKB,15,58.95,955.15,Month-to-month,Electronic check,DSL,Medium Risk
1101-SSWAG,15,51.1,711.15,Month-to-month,Electronic check,DSL,Medium Risk
0430-IHCDJ,15,49.0,749.25,Month-to-month,Electronic check,DSL,Medium Risk
9396-ZSFLL,15,48.85,631.4,Month-to-month,Mailed check,DSL,Medium Risk
9163-GHAYE,15,48.85,736.8,Month-to-month,Electronic check,DSL,Medium Risk
7876-BEUTG,15,48.8,720.1,Month-to-month,Mailed check,DSL,Medium Risk
0799-DDIHE,15,46.3,639.45,Month-to-month,Electronic check,DSL,Medium Risk
2533-TIBIX,15,30.2,469.65,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
7610-TVOPG,15,26.35,378.6,Month-to-month,Electronic check,No,Medium Risk
8404-VLQFB,15,25.25,394.85,Month-to-month,Electronic check,No,Medium Risk
9578-FOMUK,15,24.8,324.15,Month-to-month,Electronic check,No,Medium Risk
7998-ZLXWN,15,20.45,330.8,Month-to-month,Credit card (automatic),No,Medium Risk
8387-UGUSU,15,20.05,284.3,Month-to-month,Mailed check,No,Medium Risk
0347-UBKUZ,15,19.9,320.45,Month-to-month,Mailed check,No,Medium Risk
9364-YKUVW,15,19.8,309.4,Month-to-month,Mailed check,No,Medium Risk
5384-ZTTWP,15,19.8,272.95,Month-to-month,Mailed check,No,Medium Risk
8138-EALND,15,19.75,311.6,Month-to-month,Mailed check,No,Medium Risk
6040-CGACY,15,19.6,299.4,Month-to-month,Mailed check,No,Medium Risk
8944-AILEF,15,19.45,340.85,Month-to-month,Credit card (automatic),No,Medium Risk
0771-WLCLA,16,112.95,1882.55,Month-to-month,Electronic check,Fiber optic,Medium Risk
0265-PSUAE,16,100.7,1522.7,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
0848-ZGQIJ,16,94.65,1461.15,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
4583-PARNH,16,91.55,1540.05,Month-to-month,Electronic check,Fiber optic,Medium Risk
0112-QAWRZ,16,90.8,1442.2,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
0577-WHMEV,16,90.7,1374.9,Month-to-month,Electronic check,Fiber optic,Medium Risk
5989-PGKJB,16,86.25,1340.1,Month-to-month,Electronic check,Fiber optic,Medium Risk
9121-PHQSR,16,85.05,1391.15,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
6473-ULUHT,16,84.9,1398.25,Month-to-month,Electronic check,DSL,Medium Risk
3842-QTGDL,16,80.75,1321.3,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
1384-RCUXW,16,80.55,1248.9,Month-to-month,Mailed check,Fiber optic,Medium Risk
4828-FAZPK,16,79.95,1267.95,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
1226-IENZN,16,78.75,1218.25,Month-to-month,Electronic check,Fiber optic,Medium Risk
4301-VVZKA,16,75.4,1189.4,Month-to-month,Electronic check,Fiber optic,Medium Risk
5146-CBVOE,16,75.1,1212.85,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
4546-FOKWR,16,74.75,1129.35,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
5839-SUYVZ,16,74.55,1170.5,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
3703-KBKZP,16,74.45,1261.35,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
7916-VCCPB,16,73.25,1195.75,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
0106-GHRQR,16,71.4,1212.1,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
6692-YQHXC,16,69.95,1205.5,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
6557-BZXLQ,16,69.65,1043.3,Month-to-month,Electronic check,Fiber optic,Medium Risk
3466-WAESX,16,69.1,1083.7,Month-to-month,Electronic check,DSL,Medium Risk
3688-FTHLT,16,63.05,1067.05,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
5402-HTOTQ,16,55.3,875.35,Month-to-month,Electronic check,DSL,Medium Risk
7130-CTCUS,16,54.55,825.1,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
3351-NGXYI,16,54.1,889.0,Month-to-month,Electronic check,DSL,Medium Risk
3890-RTCMS,16,49.45,799.0,Month-to-month,Mailed check,DSL,Medium Risk
6537-QLGEX,16,38.9,664.4,Month-to-month,Electronic check,DSL,Medium Risk
3845-JHAMY,16,35.5,552.7,Month-to-month,Credit card (automatic),DSL,Medium Risk
0787-LHDYT,16,20.6,330.25,Month-to-month,Credit card (automatic),No,Medium Risk
1159-WFSGR,16,20.4,321.4,Month-to-month,Electronic check,No,Medium Risk
6648-INWPS,16,20.15,341.35,Month-to-month,Electronic check,No,Medium Risk
4079-ULGFR,16,20.0,275.7,Month-to-month,Mailed check,No,Medium Risk
8573-CGOCC,16,19.75,294.9,Month-to-month,Credit card (automatic),No,Medium Risk
3181-MIZBN,16,19.75,313.4,Month-to-month,Electronic check,No,Medium Risk
6036-TTFYU,16,19.6,314.45,Month-to-month,Mailed check,No,Medium Risk
2096-XOTMO,16,19.35,275.9,Month-to-month,Mailed check,No,Medium Risk
6591-QGOYB,17,106.65,1672.1,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
0365-BZUWY,17,102.55,1742.5,Month-to-month,Electronic check,Fiber optic,Medium Risk
3629-ZNKXA,17,101.8,1752.45,Month-to-month,Electronic check,Fiber optic,Medium Risk
3853-LYGAM,17,95.65,1640.0,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
7225-CBZPL,17,94.8,1563.9,Month-to-month,Electronic check,Fiber optic,Medium Risk
5935-FCCNB,17,94.2,1608.15,Month-to-month,Electronic check,Fiber optic,Medium Risk
2074-GUHPQ,17,92.7,1556.85,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
6198-RTPMF,17,92.6,1579.7,Month-to-month,Electronic check,Fiber optic,Medium Risk
7668-XCFYV,17,92.55,1614.7,Month-to-month,Electronic check,Fiber optic,Medium Risk
8563-OYMQY,17,90.95,1612.2,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
3365-SAIGS,17,83.55,1329.15,Month-to-month,Electronic check,Fiber optic,Medium Risk
2739-CACDQ,17,82.65,1470.05,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
5453-AXEPF,17,80.5,1336.9,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
7129-CAKJW,17,80.05,1345.65,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
7126-RBHSD,17,78.9,1348.95,Month-to-month,Electronic check,Fiber optic,Medium Risk
6217-TOWGS,17,75.4,1322.55,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
7088-FBAWU,17,74.55,1215.8,Month-to-month,Mailed check,DSL,Medium Risk
9432-VOFYX,17,70.8,1207.0,Month-to-month,Electronic check,Fiber optic,Medium Risk
9584-EXCDZ,17,70.5,1165.6,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
1703-MGIAB,17,69.0,1108.0,Month-to-month,Mailed check,DSL,Medium Risk
0820-FNRNX,17,66.7,1077.05,Month-to-month,Mailed check,DSL,Medium Risk
0872-JCPIB,17,65.75,1111.2,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
5206-HPJKM,17,55.5,934.15,Month-to-month,Credit card (automatic),DSL,Medium Risk
5084-OOVCJ,17,55.35,920.5,Month-to-month,Credit card (automatic),DSL,Medium Risk
4316-XCSLJ,17,50.3,846.8,Month-to-month,Mailed check,DSL,Medium Risk
1100-DDVRV,17,49.8,836.35,Month-to-month,Mailed check,DSL,Medium Risk
1049-FYSYG,17,35.65,646.05,Month-to-month,Credit card (automatic),DSL,Medium Risk
3307-TLCUD,17,34.4,592.75,Month-to-month,Mailed check,DSL,Medium Risk
6029-CSMJE,17,25.65,440.2,Month-to-month,Mailed check,DSL,Medium Risk
4987-GQWPO,17,25.1,382.8,Month-to-month,Credit card (automatic),DSL,Medium Risk
1140-UKVZG,17,24.8,475.25,Month-to-month,Mailed check,No,Medium Risk
8246-SHFGA,17,21.1,385.55,Month-to-month,Credit card (automatic),No,Medium Risk
3824-RHKVR,17,19.7,340.35,Month-to-month,Credit card (automatic),No,Medium Risk
9129-UXERG,18,103.6,1806.35,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
6693-FRIRW,18,101.3,1794.65,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
4647-MUZON,18,95.95,1745.5,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
2823-LKABH,18,95.05,1679.4,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
3096-GKWEB,18,94.75,1691.9,Month-to-month,Electronic check,Fiber optic,Medium Risk
7268-IGMFD,18,93.9,1743.9,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
4521-YEEHE,18,88.85,1594.75,Month-to-month,Electronic check,Fiber optic,Medium Risk
4660-IRIBM,18,87.9,1500.5,Month-to-month,Mailed check,Fiber optic,Medium Risk
2027-CWDNU,18,85.6,1601.5,Month-to-month,Electronic check,Fiber optic,Medium Risk
9208-OLGAQ,18,84.95,1443.65,Month-to-month,Electronic check,Fiber optic,Medium Risk
5950-AAAGJ,18,84.3,1537.9,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
7989-VCQOH,18,83.25,1611.15,Month-to-month,Electronic check,DSL,Medium Risk
2911-WDXMV,18,80.55,1406.65,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
8490-BXHEO,18,80.55,1411.65,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
0365-GXEZS,18,78.2,1468.75,Month-to-month,Electronic check,Fiber optic,Medium Risk
4465-VDKIQ,18,77.8,1358.6,Month-to-month,Electronic check,Fiber optic,Medium Risk
3583-KRKMD,18,75.9,1373.05,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
4360-PNRQB,18,75.6,1395.05,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
2122-YWVYA,18,75.4,1380.4,Month-to-month,Electronic check,Fiber optic,Medium Risk
7401-RUBNK,18,74.8,1438.05,Month-to-month,Electronic check,Fiber optic,Medium Risk
0439-IFYUN,18,74.7,1294.6,Month-to-month,Electronic check,Fiber optic,Medium Risk
7801-KICAO,18,74.15,1345.75,Month-to-month,Electronic check,Fiber optic,Medium Risk
3094-JOJAI,18,74.15,1387.0,Month-to-month,Mailed check,Fiber optic,Medium Risk
0650-BWOZN,18,73.55,1359.45,Month-to-month,Electronic check,Fiber optic,Medium Risk
9903-LYSAB,18,73.15,1305.95,Month-to-month,Electronic check,Fiber optic,Medium Risk
1769-GRUIK,18,71.1,1247.75,Month-to-month,Electronic check,Fiber optic,Medium Risk
8630-FJLIB,18,69.8,1221.65,Month-to-month,Electronic check,Fiber optic,Medium Risk
6890-PFRQX,18,69.5,1199.4,Month-to-month,Mailed check,DSL,Medium Risk
7799-DSEWS,18,68.35,1299.8,Month-to-month,Electronic check,DSL,Medium Risk
2937-FTHUR,18,64.8,1166.7,Month-to-month,Electronic check,DSL,Medium Risk
6620-JDYNW,18,60.6,1156.35,Month-to-month,Mailed check,DSL,Medium Risk
2195-VVRJF,18,59.1,1011.05,Month-to-month,Credit card (automatic),DSL,Medium Risk
1986-PHGZF,18,58.4,964.9,Month-to-month,Credit card (automatic),DSL,Medium Risk
4495-LHSSK,18,57.65,992.7,Month-to-month,Mailed check,DSL,Medium Risk
2446-ZKVAF,18,56.8,1074.65,Month-to-month,Credit card (automatic),DSL,Medium Risk
4929-ROART,18,56.25,969.85,Month-to-month,Mailed check,DSL,Medium Risk
8930-XOTDP,18,55.95,1082.8,Month-to-month,Mailed check,DSL,Medium Risk
7382-DFJTU,18,55.2,1058.1,Month-to-month,Credit card (automatic),DSL,Medium Risk
1310-QRITU,18,50.3,913.3,Month-to-month,Electronic check,DSL,Medium Risk
5366-OBVMR,18,50.3,908.75,Month-to-month,Mailed check,DSL,Medium Risk
5843-TTHGI,18,50.0,892.7,Month-to-month,Mailed check,DSL,Medium Risk
5651-WYIPH,18,49.85,865.75,Month-to-month,Credit card (automatic),DSL,Medium Risk
3255-GRXMG,18,45.65,747.2,Month-to-month,Credit card (automatic),DSL,Medium Risk
6954-OOYZZ,18,44.35,768.05,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
6133-OZILE,18,35.2,607.3,Month-to-month,Electronic check,DSL,Medium Risk
4712-AUQZO,18,33.6,550.35,Month-to-month,Mailed check,DSL,Medium Risk
6791-YBNAK,18,25.55,467.85,Month-to-month,Credit card (automatic),DSL,Medium Risk
4819-HJPIW,18,25.15,476.8,Month-to-month,Mailed check,DSL,Medium Risk
7010-ZMVBF,18,20.45,357.0,Month-to-month,Mailed check,No,Medium Risk
4054-CUMIA,18,20.25,401.95,Month-to-month,Mailed check,No,Medium Risk
7542-CYDDM,18,20.05,358.5,Month-to-month,Mailed check,No,Medium Risk
1057-FOGLZ,18,19.65,391.7,Month-to-month,Mailed check,No,Medium Risk
1237-WIYYZ,18,19.55,389.25,Month-to-month,Mailed check,No,Medium Risk
6082-GLJIX,18,19.25,331.35,Month-to-month,Mailed check,No,Medium Risk
2023-VQFDL,18,19.0,348.8,Month-to-month,Electronic check,No,Medium Risk
3197-ARFOY,19,105.0,2007.25,Month-to-month,Mailed check,Fiber optic,Medium Risk
0480-BIXDE,19,96.8,1743.05,Month-to-month,Electronic check,Fiber optic,Medium Risk
3452-GWUIN,19,94.95,1760.25,Month-to-month,Electronic check,Fiber optic,Medium Risk
2139-FQHLM,19,89.95,1682.4,Month-to-month,Mailed check,Fiber optic,Medium Risk
3427-GGZZI,19,89.1,1620.8,Month-to-month,Electronic check,Fiber optic,Medium Risk
1169-WCVAK,19,88.8,1672.35,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
1580-BMCMR,19,87.3,1637.3,Month-to-month,Electronic check,Fiber optic,Medium Risk
0168-XZKBB,19,86.85,1564.4,Month-to-month,Electronic check,Fiber optic,Medium Risk
2916-BQZLN,19,84.75,1651.95,Month-to-month,Electronic check,Fiber optic,Medium Risk
8456-QDAVC,19,78.7,1495.1,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
5448-VWNAM,19,75.9,1375.6,Month-to-month,Mailed check,DSL,Medium Risk
6429-SHBCB,19,69.6,1394.55,Month-to-month,Mailed check,DSL,Medium Risk
1697-NVVGY,19,66.4,1286.05,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
4003-FUSHP,19,61.55,1093.2,Month-to-month,Credit card (automatic),DSL,Medium Risk
3639-XJHKQ,19,60.6,1297.8,Month-to-month,Electronic check,DSL,Medium Risk
5438-QMDDL,19,59.8,1130.85,Month-to-month,Mailed check,DSL,Medium Risk
0228-MAUWC,19,59.55,1144.6,Month-to-month,Electronic check,DSL,Medium Risk
8096-LOIST,19,56.2,1093.4,Month-to-month,Electronic check,DSL,Medium Risk
5939-XAIXZ,19,56.1,1033.9,Month-to-month,Mailed check,DSL,Medium Risk
3097-IDVPU,19,50.1,910.45,Month-to-month,Credit card (automatic),DSL,Medium Risk
4456-RHSNB,19,49.6,962.9,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
0997-YTLNY,19,48.8,953.65,Month-to-month,Mailed check,DSL,Medium Risk
2828-SLQPF,19,45.0,865.85,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
7883-ROJOC,19,44.9,839.65,Month-to-month,Mailed check,DSL,Medium Risk
3665-JATSN,19,39.7,710.05,Month-to-month,Electronic check,DSL,Medium Risk
3472-OAOOR,19,34.95,610.2,Month-to-month,Mailed check,DSL,Medium Risk
4976-LNFVV,19,34.3,577.15,Month-to-month,Credit card (automatic),DSL,Medium Risk
9862-KJTYK,19,25.35,566.1,Month-to-month,Credit card (automatic),DSL,Medium Risk
1559-DTODC,19,25.15,468.35,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
7909-FIOIY,19,24.85,434.8,Month-to-month,Mailed check,DSL,Medium Risk
9546-KDTRB,19,24.7,465.85,Month-to-month,Bank transfer (automatic),No,Medium Risk
4830-FAXFM,19,24.1,439.2,Month-to-month,Credit card (automatic),No,Medium Risk
1038-RQOST,19,20.6,414.95,Month-to-month,Mailed check,No,Medium Risk
6131-IUNXN,19,20.2,382.2,Month-to-month,Mailed check,No,Medium Risk
3011-WQKSZ,19,20.0,377.55,Month-to-month,Electronic check,No,Medium Risk
9967-ATRFS,19,19.9,367.55,Month-to-month,Mailed check,No,Medium Risk
4329-YPDDQ,20,108.2,2203.7,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
4716-HHKQH,20,107.05,2172.05,Month-to-month,Electronic check,Fiber optic,Medium Risk
3211-AAPKX,20,98.55,2031.95,Month-to-month,Mailed check,Fiber optic,Medium Risk
9909-IDLEK,20,96.8,1826.7,Month-to-month,Mailed check,Fiber optic,Medium Risk
2604-IJPDU,20,96.55,1901.65,Month-to-month,Electronic check,Fiber optic,Medium Risk
0564-MUUQK,20,95.5,1916.2,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
3771-PZOBW,20,90.7,1781.35,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
1302-UHBDD,20,89.95,1648.45,Month-to-month,Electronic check,Fiber optic,Medium Risk
0829-XXPLX,20,89.4,1871.15,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
5626-MGTUK,20,89.1,1879.25,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
8875-AKBYH,20,84.35,1745.2,Month-to-month,Electronic check,Fiber optic,Medium Risk
4612-SSVHJ,20,81.45,1671.6,Month-to-month,Electronic check,Fiber optic,Medium Risk
7929-DMBCV,20,81.0,1683.7,Month-to-month,Mailed check,Fiber optic,Medium Risk
6729-GDNGC,20,80.7,1614.2,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
3955-JBZZM,20,78.8,1641.3,Month-to-month,Electronic check,Fiber optic,Medium Risk
1047-NNCBF,20,70.55,1493.55,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
0599-XNYDO,20,69.8,1540.35,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
8263-OKETD,20,68.9,1370.35,Month-to-month,Credit card (automatic),DSL,Medium Risk
0384-RVBPI,20,64.4,1398.6,Month-to-month,Credit card (automatic),DSL,Medium Risk
4468-KAZHE,20,60.0,1259.35,Month-to-month,Electronic check,DSL,Medium Risk
9504-DSHWM,20,59.2,1191.2,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
7395-XWZOY,20,55.0,1165.55,Month-to-month,Credit card (automatic),DSL,Medium Risk
4827-USJHP,20,51.8,1023.85,Month-to-month,Mailed check,DSL,Medium Risk
6705-LNMDD,20,50.0,1003.05,Month-to-month,Mailed check,DSL,Medium Risk
1208-NBVFH,20,49.6,939.8,Month-to-month,Electronic check,DSL,Medium Risk
3808-HFKDE,20,44.35,927.15,Month-to-month,Electronic check,DSL,Medium Risk
6286-ZHAOK,20,25.55,507.4,Month-to-month,Bank transfer (automatic),No,Medium Risk
6344-SFJVH,20,24.9,505.95,Month-to-month,Credit card (automatic),DSL,Medium Risk
0519-DRGTI,20,20.35,442.6,Month-to-month,Mailed check,No,Medium Risk
2164-SOQXL,20,20.05,406.05,Month-to-month,Mailed check,No,Medium Risk
4712-UYOOI,20,20.0,417.65,Month-to-month,Electronic check,No,Medium Risk
8457-XIGKN,20,19.6,356.15,Month-to-month,Credit card (automatic),No,Medium Risk
3318-ISQFQ,20,19.5,413.0,Month-to-month,Bank transfer (automatic),No,Medium Risk
2243-FNMMI,20,19.4,415.4,Month-to-month,Mailed check,No,Medium Risk
5537-UXXVS,20,19.25,375.25,Month-to-month,Bank transfer (automatic),No,Medium Risk
5025-GOOKI,20,18.9,347.65,Month-to-month,Credit card (automatic),No,Medium Risk
5956-YHHRX,21,104.35,2271.85,Month-to-month,Electronic check,Fiber optic,Medium Risk
7181-OQCUT,21,103.85,2215.0,Month-to-month,Mailed check,Fiber optic,Medium Risk
4686-UXDML,21,99.85,1992.55,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
2227-JRSJX,21,99.15,1956.4,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
9279-CJEOJ,21,95.4,2025.1,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
9919-KNPOO,21,94.3,1948.35,Month-to-month,Electronic check,Fiber optic,Medium Risk
4183-MYFRB,21,90.05,1862.9,Month-to-month,Electronic check,Fiber optic,Medium Risk
7658-UYUQS,21,86.55,1857.25,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
0682-USIXD,21,86.05,1818.9,Month-to-month,Electronic check,Fiber optic,Medium Risk
5628-FCGYG,21,84.1,1737.45,Month-to-month,Electronic check,Fiber optic,Medium Risk
7964-VEXDG,21,80.35,1747.2,Month-to-month,Electronic check,Fiber optic,Medium Risk
1228-ZLNBX,21,75.3,1570.7,Month-to-month,Mailed check,Fiber optic,Medium Risk
0491-KAPQG,21,73.7,1558.7,Month-to-month,Electronic check,Fiber optic,Medium Risk
7855-DIWPO,21,68.65,1493.2,Month-to-month,Electronic check,Fiber optic,Medium Risk
3703-TTEPD,21,65.35,1424.4,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
3179-GBRWV,21,64.95,1339.8,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
8992-OBVDG,21,61.65,1393.6,Month-to-month,Mailed check,DSL,Medium Risk
4338-EYCER,21,54.6,1125.2,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
3470-BTGQO,21,45.65,985.05,Month-to-month,Mailed check,DSL,Medium Risk
4012-ZTHBR,21,44.95,926.25,Month-to-month,Electronic check,DSL,Medium Risk
8706-HRADD,21,43.55,1011.5,Month-to-month,Mailed check,DSL,Medium Risk
2782-JEEBU,21,36.0,780.15,Month-to-month,Mailed check,DSL,Medium Risk
0668-OGMHD,21,28.5,629.35,Month-to-month,Electronic check,DSL,Medium Risk
3787-TRIAL,21,26.05,565.75,Month-to-month,Electronic check,DSL,Medium Risk
3486-KHMLI,21,24.7,467.15,Month-to-month,Mailed check,No,Medium Risk
5372-FBKBN,21,20.75,452.2,Month-to-month,Mailed check,No,Medium Risk
1866-ZSLJM,21,20.5,402.85,Month-to-month,Credit card (automatic),No,Medium Risk
7047-YXDMZ,21,20.0,417.7,Month-to-month,Mailed check,No,Medium Risk
3623-FQBOX,21,19.95,416.4,Month-to-month,Mailed check,No,Medium Risk
9927-DSWDF,22,104.6,2180.55,Month-to-month,Electronic check,Fiber optic,Medium Risk
7392-YYPYJ,22,100.65,2415.95,Month-to-month,Electronic check,Fiber optic,Medium Risk
6234-PFPXL,22,95.9,2234.95,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
5382-SOYZL,22,95.1,2162.6,Month-to-month,Electronic check,Fiber optic,Medium Risk
4391-LNRXK,22,94.95,2142.8,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
5482-VXSXJ,22,93.2,2157.3,Month-to-month,Mailed check,Fiber optic,Medium Risk
1754-GKYPY,22,89.75,1938.9,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
1452-KIOVK,22,89.1,1949.4,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
7277-OZCGZ,22,89.05,1886.25,Month-to-month,Electronic check,Fiber optic,Medium Risk
9054-FOWNV,22,88.75,1885.15,Month-to-month,Electronic check,Fiber optic,Medium Risk
0428-IKYCP,22,87.0,1850.65,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
1845-CSBRZ,22,85.35,1961.6,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
5934-RMPOV,22,84.75,1816.75,Month-to-month,Electronic check,Fiber optic,Medium Risk
9167-APMXZ,22,84.15,1821.95,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
0921-OHLVP,22,83.05,1799.3,Month-to-month,Electronic check,Fiber optic,Medium Risk
4824-GUCBY,22,81.7,1820.9,Month-to-month,Electronic check,Fiber optic,Medium Risk
9779-DPNEJ,22,80.15,1790.65,Month-to-month,Electronic check,Fiber optic,Medium Risk
8212-CRQXP,22,80.0,1706.45,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
5175-WLYXL,22,78.85,1600.25,Month-to-month,Mailed check,Fiber optic,Medium Risk
9800-ONTFE,22,75.8,1615.1,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
7611-YKYTC,22,75.0,1573.95,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
5760-WRAHC,22,69.75,1545.4,Month-to-month,Mailed check,DSL,Medium Risk
2178-PMGCJ,22,69.7,1490.4,Month-to-month,Mailed check,Fiber optic,Medium Risk
1852-XEMDW,22,65.05,1427.55,Month-to-month,Mailed check,DSL,Medium Risk
3402-XRIUO,22,63.55,1381.8,Month-to-month,Mailed check,DSL,Medium Risk
2978-XXSOG,22,59.05,1253.5,Month-to-month,Mailed check,DSL,Medium Risk
0377-JBKKT,22,57.95,1271.8,Month-to-month,Mailed check,DSL,Medium Risk
8467-WYNSR,22,55.1,1253.15,Month-to-month,Mailed check,DSL,Medium Risk
2087-QAREY,22,54.7,1178.75,Month-to-month,Mailed check,DSL,Medium Risk
3733-ZEECP,22,51.1,1232.9,Month-to-month,Electronic check,DSL,Medium Risk
2582-FFFZR,22,50.6,1073.3,Month-to-month,Electronic check,DSL,Medium Risk
0212-ISBBF,22,50.35,1098.85,Month-to-month,Electronic check,DSL,Medium Risk
5445-GLVOT,22,49.8,1049.05,Month-to-month,Electronic check,DSL,Medium Risk
2436-QBZFP,22,39.2,849.9,Month-to-month,Electronic check,DSL,Medium Risk
9092-GDZKO,22,24.85,493.4,Month-to-month,Credit card (automatic),No,Medium Risk
8963-MQVYN,22,20.55,469.85,Month-to-month,Electronic check,No,Medium Risk
4623-ZKHLY,22,20.45,471.55,Month-to-month,Bank transfer (automatic),No,Medium Risk
4018-KJYUY,22,20.15,432.5,Month-to-month,Credit card (automatic),No,Medium Risk
9867-NNXLC,22,20.05,470.2,Month-to-month,Mailed check,No,Medium Risk
3530-VWVGU,22,19.9,400.3,Month-to-month,Mailed check,No,Medium Risk
1431-CYWMH,22,19.05,454.05,Month-to-month,Bank transfer (automatic),No,Medium Risk
5995-SNNEW,23,104.45,2184.85,Month-to-month,Electronic check,Fiber optic,Medium Risk
9133-AYJZG,23,98.7,2249.1,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
3323-CPBWR,23,96.9,2085.45,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
9793-WECQC,23,95.3,2192.9,Month-to-month,Mailed check,Fiber optic,Medium Risk
6242-MBHPK,23,95.1,2326.05,Month-to-month,Electronic check,Fiber optic,Medium Risk
2985-FMWYF,23,93.5,2341.55,Month-to-month,Electronic check,Fiber optic,Medium Risk
6507-ZJSUR,23,90.45,2117.25,Month-to-month,Electronic check,Fiber optic,Medium Risk
9921-QFQUL,23,90.15,2044.95,Month-to-month,Mailed check,Fiber optic,Medium Risk
2322-VCZHZ,23,90.0,2024.1,Month-to-month,Electronic check,Fiber optic,Medium Risk
2811-POVEX,23,88.45,2130.55,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
2504-DSHIH,23,86.8,1975.85,Month-to-month,Electronic check,Fiber optic,Medium Risk
7892-QVYKW,23,85.6,1868.4,Month-to-month,Electronic check,Fiber optic,Medium Risk
7299-GNVPL,23,84.4,1936.85,Month-to-month,Mailed check,Fiber optic,Medium Risk
5016-IBERQ,23,84.25,1968.1,Month-to-month,Electronic check,Fiber optic,Medium Risk
0027-KWYKW,23,83.75,1849.95,Month-to-month,Electronic check,Fiber optic,Medium Risk
